
> blue-ocean@0.0.1 server
> node server/index.js

[dotenv@17.2.3] injecting env (13) from .env -- tip: ⚙️  specify custom .env file path with { path: '/custom/path/.env' }
[dotenv@17.2.3] injecting env (0) from .env -- tip: ⚙️  enable debug logging with { debug: true }
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"email":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(Use `node --trace-warnings ...` to show where the warning was created)
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"orderNumber":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"slug":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
✅ MongoDB Connected: mongodb://localhost:27017/blueocean
2025-11-11T09:41:53.314Z - GET /api/products
2025-11-11T09:41:53.315Z - GET /api/services
2025-11-11T09:41:53.316Z - GET /api/orders
2025-11-11T09:41:53.317Z - GET /api/orders
2025-11-11T09:41:53.318Z - GET /api/orders
2025-11-11T09:41:53.319Z - GET /api/orders
2025-11-11T09:41:53.320Z - GET /api/orders
2025-11-11T09:42:07.417Z - GET /api/storefronts
2025-11-11T09:42:07.421Z - GET /api/storefronts
2025-11-11T09:43:12.694Z - POST /api/storefronts
2025-11-11T09:43:18.036Z - POST /api/storefronts
2025-11-11T09:43:18.987Z - POST /api/storefronts
2025-11-11T09:43:35.736Z - GET /api/subscriptions/current
2025-11-11T09:44:42.704Z - POST /api/storefronts
2025-11-11T09:44:45.679Z - POST /api/storefronts
2025-11-11T09:45:34.208Z - GET /api/subscriptions/current
2025-11-11T09:46:22.702Z - GET /api/subscriptions/current
2025-11-11T09:46:23.121Z - GET /api/storefronts
2025-11-11T09:46:37.495Z - POST /api/storefronts
2025-11-11T09:46:48.444Z - POST /api/storefronts
2025-11-11T09:47:56.017Z - POST /api/storefronts
2025-11-11T09:48:08.490Z - POST /api/storefronts
2025-11-11T09:48:44.253Z - POST /api/auth/signin
2025-11-11T09:48:44.478Z - GET /api/subscriptions/current
2025-11-11T09:48:47.414Z - GET /api/orders
2025-11-11T09:48:47.422Z - GET /api/products
2025-11-11T09:48:47.423Z - GET /api/services
2025-11-11T09:48:47.425Z - GET /api/subscriptions/current
2025-11-11T09:48:47.461Z - GET /api/subscriptions/current
2025-11-11T09:48:47.468Z - GET /api/subscriptions/current
2025-11-11T09:48:47.480Z - GET /api/orders
2025-11-11T09:48:47.481Z - GET /api/orders
2025-11-11T09:48:47.482Z - GET /api/orders
2025-11-11T09:48:47.483Z - GET /api/orders
2025-11-11T09:48:47.484Z - GET /api/orders
2025-11-11T09:48:47.485Z - GET /api/orders
2025-11-11T09:48:47.485Z - GET /api/orders
2025-11-11T09:48:47.515Z - GET /api/products
2025-11-11T09:48:47.519Z - GET /api/services
2025-11-11T09:48:47.527Z - GET /api/products
2025-11-11T09:48:47.528Z - GET /api/services
2025-11-11T09:48:47.529Z - GET /api/products
2025-11-11T09:48:47.529Z - GET /api/services
2025-11-11T09:48:47.530Z - GET /api/products
2025-11-11T09:48:47.532Z - GET /api/products
2025-11-11T09:49:08.057Z - POST /api/storefronts
2025-11-11T09:49:10.432Z - POST /api/storefronts
2025-11-11T09:49:12.666Z - POST /api/storefronts
2025-11-11T09:50:03.950Z - POST /api/auth/signin
2025-11-11T09:50:22.509Z - POST /api/auth/signin
2025-11-11T09:50:22.625Z - GET /api/subscriptions/current
2025-11-11T09:50:25.723Z - GET /api/products
2025-11-11T09:50:25.726Z - GET /api/services
2025-11-11T09:50:25.727Z - GET /api/orders
2025-11-11T09:50:25.730Z - GET /api/subscriptions/current
2025-11-11T09:50:25.794Z - GET /api/subscriptions/current
2025-11-11T09:50:25.812Z - GET /api/subscriptions/current
2025-11-11T09:50:26.283Z - GET /api/products
2025-11-11T09:50:26.285Z - GET /api/orders
2025-11-11T09:50:26.286Z - GET /api/services
2025-11-11T09:50:26.297Z - GET /api/products
2025-11-11T09:50:26.298Z - GET /api/orders
2025-11-11T09:50:26.302Z - GET /api/services
2025-11-11T09:50:26.304Z - GET /api/products
2025-11-11T09:50:26.305Z - GET /api/orders
2025-11-11T09:50:26.305Z - GET /api/services
2025-11-11T09:50:26.308Z - GET /api/orders
2025-11-11T09:50:26.310Z - GET /api/orders
2025-11-11T09:50:26.311Z - GET /api/orders
2025-11-11T09:50:26.316Z - GET /api/orders
2025-11-11T09:50:35.443Z - GET /api/products
2025-11-11T09:50:35.451Z - GET /api/products
2025-11-11T09:50:36.837Z - GET /api/services
2025-11-11T09:50:36.841Z - GET /api/services
2025-11-11T09:50:40.587Z - GET /api/storefronts
2025-11-11T09:50:40.590Z - GET /api/storefronts
2025-11-11T09:50:42.960Z - GET /api/orders
2025-11-11T09:50:42.967Z - GET /api/orders
2025-11-11T09:50:48.622Z - GET /api/storefronts
2025-11-11T09:50:48.624Z - GET /api/storefronts
2025-11-11T09:50:49.461Z - GET /api/orders
2025-11-11T09:50:49.466Z - GET /api/orders
2025-11-11T09:50:50.511Z - GET /api/storefronts
2025-11-11T09:50:50.513Z - GET /api/storefronts
2025-11-11T09:50:52.168Z - GET /api/orders
2025-11-11T09:50:52.179Z - GET /api/orders
2025-11-11T09:50:58.732Z - GET /api/services
2025-11-11T09:50:58.742Z - GET /api/services
2025-11-11T09:50:59.728Z - GET /api/products
2025-11-11T09:50:59.732Z - GET /api/products
2025-11-11T09:51:01.020Z - GET /api/products
2025-11-11T09:51:01.021Z - GET /api/services
2025-11-11T09:51:01.024Z - GET /api/orders
2025-11-11T09:51:01.026Z - GET /api/services
2025-11-11T09:51:01.026Z - GET /api/products
2025-11-11T09:51:01.029Z - GET /api/orders
2025-11-11T09:51:01.030Z - GET /api/services
2025-11-11T09:51:01.031Z - GET /api/products
2025-11-11T09:51:01.033Z - GET /api/orders
2025-11-11T09:51:01.033Z - GET /api/services
2025-11-11T09:51:01.034Z - GET /api/products
2025-11-11T09:51:01.035Z - GET /api/orders
2025-11-11T09:51:01.038Z - GET /api/orders
2025-11-11T09:51:01.039Z - GET /api/orders
2025-11-11T09:51:01.040Z - GET /api/orders
2025-11-11T09:51:01.040Z - GET /api/orders
2025-11-11T09:51:17.647Z - GET /api/storefronts
2025-11-11T09:51:17.657Z - GET /api/storefronts
2025-11-11T09:52:45.406Z - POST /api/storefronts
2025-11-11T09:53:47.498Z - GET /api/subscriptions/current
2025-11-11T09:53:47.625Z - GET /api/subscriptions/current
2025-11-11T09:55:26.808Z - GET /api/subscriptions/current
2025-11-11T09:55:27.787Z - GET /api/subscriptions/current
2025-11-11T09:55:27.805Z - GET /api/storefronts
2025-11-11T09:55:41.128Z - POST /api/storefronts
2025-11-11T09:55:43.985Z - POST /api/storefronts
2025-11-11T09:55:51.583Z - POST /api/storefronts
2025-11-11T09:57:29.963Z - GET /api/products
2025-11-11T09:57:30.043Z - GET /api/services
2025-11-11T09:57:30.049Z - GET /api/orders
2025-11-11T09:57:30.106Z - GET /api/subscriptions/current
2025-11-11T09:57:30.762Z - GET /api/storefronts
2025-11-11T09:57:30.790Z - GET /api/subscriptions/current
2025-11-11T09:57:31.351Z - GET /api/orders
2025-11-11T09:57:31.360Z - GET /api/services
2025-11-11T09:57:31.361Z - GET /api/storefronts
2025-11-11T09:57:31.362Z - GET /api/orders
2025-11-11T09:57:31.388Z - GET /api/orders
2025-11-11T09:57:31.405Z - GET /api/products
2025-11-11T09:57:31.419Z - GET /api/products
2025-11-11T09:58:06.038Z - GET /api/products
2025-11-11T09:58:06.073Z - GET /api/services
2025-11-11T09:58:06.076Z - GET /api/orders
2025-11-11T09:58:06.089Z - GET /api/subscriptions/current
2025-11-11T09:58:06.111Z - GET /api/storefronts
2025-11-11T09:58:06.128Z - GET /api/subscriptions/current
2025-11-11T09:58:06.846Z - GET /api/services
2025-11-11T09:58:06.859Z - GET /api/products
2025-11-11T09:58:06.880Z - GET /api/orders
2025-11-11T09:58:06.904Z - GET /api/orders
2025-11-11T09:58:06.913Z - GET /api/orders
2025-11-11T09:58:06.922Z - GET /api/products
2025-11-11T09:58:07.216Z - GET /api/storefronts
2025-11-11T09:58:37.052Z - POST /api/storefronts
2025-11-11T09:58:40.635Z - POST /api/storefronts
2025-11-11T09:58:47.512Z - GET /api/subscriptions/current
2025-11-11T09:59:07.335Z - POST /api/storefronts
2025-11-11T10:00:27.642Z - GET /api/subscriptions/current
2025-11-11T10:02:19.057Z - GET /api/products
2025-11-11T10:02:20.043Z - GET /api/products
2025-11-11T10:02:22.494Z - GET /api/services
2025-11-11T10:02:22.525Z - GET /api/services
2025-11-11T10:02:24.664Z - GET /api/storefronts
2025-11-11T10:02:24.689Z - GET /api/storefronts
2025-11-11T10:02:26.438Z - GET /api/orders
2025-11-11T10:02:26.521Z - GET /api/orders
2025-11-11T10:03:06.379Z - GET /api/subscriptions/current
2025-11-11T10:03:07.561Z - GET /api/subscriptions/current
2025-11-11T10:03:37.136Z - GET /api/products
2025-11-11T10:03:38.921Z - GET /api/products
2025-11-11T10:03:47.123Z - GET /api/orders
2025-11-11T10:03:47.248Z - GET /api/orders
2025-11-11T10:03:47.563Z - GET /api/subscriptions/current
2025-11-11T10:03:49.798Z - GET /api/storefronts
2025-11-11T10:03:49.820Z - GET /api/storefronts
2025-11-11T10:03:51.383Z - GET /api/services
2025-11-11T10:03:51.845Z - GET /api/services
2025-11-11T10:03:52.491Z - GET /api/products
2025-11-11T10:03:52.503Z - GET /api/products
2025-11-11T10:03:53.625Z - GET /api/products
2025-11-11T10:03:53.628Z - GET /api/services
2025-11-11T10:03:53.632Z - GET /api/orders
2025-11-11T10:03:53.634Z - GET /api/products
2025-11-11T10:03:53.643Z - GET /api/services
2025-11-11T10:03:53.644Z - GET /api/orders
2025-11-11T10:03:53.672Z - GET /api/orders
2025-11-11T10:03:53.674Z - GET /api/services
2025-11-11T10:03:53.695Z - GET /api/products
2025-11-11T10:03:53.695Z - GET /api/orders
2025-11-11T10:03:53.699Z - GET /api/orders
2025-11-11T10:03:53.701Z - GET /api/orders
2025-11-11T10:03:53.702Z - GET /api/orders
2025-11-11T10:03:53.705Z - GET /api/orders
2025-11-11T10:03:53.726Z - GET /api/services
2025-11-11T10:03:53.760Z - GET /api/products
2025-11-11T10:04:58.975Z - POST /api/auth/signin
2025-11-11T10:04:59.202Z - GET /api/subscriptions/current
2025-11-11T10:05:02.338Z - GET /api/products
2025-11-11T10:05:02.348Z - GET /api/services
2025-11-11T10:05:02.350Z - GET /api/orders
2025-11-11T10:05:02.353Z - GET /api/subscriptions/current
2025-11-11T10:05:02.390Z - GET /api/subscriptions/current
2025-11-11T10:05:02.396Z - GET /api/subscriptions/current
2025-11-11T10:05:02.424Z - GET /api/orders
2025-11-11T10:05:02.428Z - GET /api/orders
2025-11-11T10:05:02.436Z - GET /api/products
2025-11-11T10:05:02.437Z - GET /api/services
2025-11-11T10:05:02.438Z - GET /api/orders
2025-11-11T10:05:02.445Z - GET /api/orders
2025-11-11T10:05:02.446Z - GET /api/products
2025-11-11T10:05:02.453Z - GET /api/orders
2025-11-11T10:05:02.455Z - GET /api/products
2025-11-11T10:05:02.473Z - GET /api/orders
2025-11-11T10:05:02.488Z - GET /api/services
2025-11-11T10:05:02.491Z - GET /api/orders
2025-11-11T10:05:02.505Z - GET /api/services
2025-11-11T10:05:02.547Z - GET /api/products
2025-11-11T10:05:02.553Z - GET /api/products
2025-11-11T10:05:09.130Z - GET /api/products
2025-11-11T10:05:09.210Z - GET /api/products
2025-11-11T10:05:11.724Z - GET /api/services
2025-11-11T10:05:11.739Z - GET /api/services
2025-11-11T10:05:18.514Z - GET /api/subscriptions/current
2025-11-11T10:05:18.597Z - GET /api/subscriptions/current
2025-11-11T10:05:28.007Z - GET /api/subscriptions/current
2025-11-11T10:05:29.466Z - GET /api/metrics
2025-11-11T10:05:29.598Z - GET /api/metrics
2025-11-11T10:05:47.527Z - POST /api/auth/signin
2025-11-11T10:05:48.534Z - GET /api/subscriptions/current
2025-11-11T10:05:51.632Z - GET /api/products
2025-11-11T10:05:51.660Z - GET /api/services
2025-11-11T10:05:51.664Z - GET /api/orders
2025-11-11T10:05:51.685Z - GET /api/subscriptions/current
2025-11-11T10:05:51.740Z - GET /api/subscriptions/current
2025-11-11T10:05:51.762Z - GET /api/subscriptions/current
2025-11-11T10:05:52.493Z - GET /api/orders
2025-11-11T10:05:52.499Z - GET /api/products
2025-11-11T10:05:52.508Z - GET /api/services
2025-11-11T10:05:52.523Z - GET /api/orders
2025-11-11T10:05:52.525Z - GET /api/products
2025-11-11T10:05:52.526Z - GET /api/services
2025-11-11T10:05:52.558Z - GET /api/orders
2025-11-11T10:05:52.561Z - GET /api/products
2025-11-11T10:05:52.565Z - GET /api/services
2025-11-11T10:05:52.607Z - GET /api/orders
2025-11-11T10:05:52.610Z - GET /api/products
2025-11-11T10:05:52.618Z - GET /api/orders
2025-11-11T10:05:52.630Z - GET /api/orders
2025-11-11T10:05:52.635Z - GET /api/orders
2025-11-11T10:05:52.639Z - GET /api/products
2025-11-11T10:05:53.764Z - GET /api/products
2025-11-11T10:05:53.772Z - GET /api/services
2025-11-11T10:05:53.776Z - GET /api/orders
2025-11-11T10:05:53.799Z - GET /api/products
2025-11-11T10:05:53.799Z - GET /api/subscriptions/current
2025-11-11T10:05:53.803Z - GET /api/services
2025-11-11T10:05:53.806Z - GET /api/orders
2025-11-11T10:05:53.817Z - GET /api/orders
2025-11-11T10:05:53.826Z - GET /api/orders
2025-11-11T10:05:53.838Z - GET /api/products
2025-11-11T10:05:56.339Z - GET /api/subscriptions/current
2025-11-11T10:05:56.695Z - GET /api/subscriptions/current
2025-11-11T10:05:56.702Z - GET /api/subscriptions/current
2025-11-11T10:06:02.898Z - GET /api/products
2025-11-11T10:06:02.905Z - GET /api/services
2025-11-11T10:06:02.907Z - GET /api/orders
2025-11-11T10:06:02.918Z - GET /api/services
2025-11-11T10:06:02.918Z - GET /api/products
2025-11-11T10:06:02.918Z - GET /api/orders
2025-11-11T10:06:02.925Z - GET /api/services
2025-11-11T10:06:02.926Z - GET /api/products
2025-11-11T10:06:02.926Z - GET /api/orders
2025-11-11T10:06:02.928Z - GET /api/services
2025-11-11T10:06:02.929Z - GET /api/products
2025-11-11T10:06:02.930Z - GET /api/orders
2025-11-11T10:06:02.931Z - GET /api/products
2025-11-11T10:06:02.931Z - GET /api/orders
2025-11-11T10:06:02.932Z - GET /api/orders
2025-11-11T10:06:02.933Z - GET /api/orders
2025-11-11T10:06:02.933Z - GET /api/orders
2025-11-11T10:06:02.934Z - GET /api/products
2025-11-11T10:06:15.639Z - GET /api/products
2025-11-11T10:06:15.659Z - GET /api/services
2025-11-11T10:06:15.665Z - GET /api/orders
2025-11-11T10:06:15.687Z - GET /api/subscriptions/current
2025-11-11T10:06:16.829Z - GET /api/orders
2025-11-11T10:06:16.833Z - GET /api/products
2025-11-11T10:06:16.836Z - GET /api/services
2025-11-11T10:06:16.867Z - GET /api/orders
2025-11-11T10:06:16.876Z - GET /api/orders
2025-11-11T10:06:16.877Z - GET /api/products
2025-11-11T10:06:17.466Z - GET /api/subscriptions/current
2025-11-11T10:06:51.768Z - POST /api/auth/signin
2025-11-11T10:06:52.186Z - GET /api/subscriptions/current
2025-11-11T10:06:55.714Z - GET /api/products
2025-11-11T10:06:55.927Z - GET /api/services
2025-11-11T10:06:55.968Z - GET /api/orders
2025-11-11T10:06:56.065Z - GET /api/subscriptions/current
2025-11-11T10:06:56.367Z - GET /api/subscriptions/current
2025-11-11T10:06:56.483Z - GET /api/subscriptions/current
2025-11-11T10:06:56.697Z - GET /api/orders
2025-11-11T10:06:56.702Z - GET /api/products
2025-11-11T10:06:56.703Z - GET /api/services
2025-11-11T10:06:56.728Z - GET /api/products
2025-11-11T10:06:56.729Z - GET /api/services
2025-11-11T10:06:56.783Z - GET /api/orders
2025-11-11T10:06:56.829Z - GET /api/products
2025-11-11T10:06:56.832Z - GET /api/services
2025-11-11T10:06:56.832Z - GET /api/orders
2025-11-11T10:06:56.838Z - GET /api/orders
2025-11-11T10:06:56.850Z - GET /api/orders
2025-11-11T10:06:56.869Z - GET /api/orders
2025-11-11T10:06:56.873Z - GET /api/orders
2025-11-11T10:07:01.592Z - GET /api/products
2025-11-11T10:07:02.245Z - GET /api/products
2025-11-11T10:07:05.328Z - GET /api/services
2025-11-11T10:07:05.340Z - GET /api/services
2025-11-11T10:07:08.646Z - GET /api/storefronts
2025-11-11T10:07:08.655Z - GET /api/storefronts
2025-11-11T10:07:25.302Z - GET /api/products
2025-11-11T10:07:25.326Z - GET /api/services
2025-11-11T10:07:25.341Z - GET /api/orders
2025-11-11T10:07:25.366Z - GET /api/subscriptions/current
2025-11-11T10:07:26.889Z - GET /api/orders
2025-11-11T10:07:27.153Z - GET /api/services
2025-11-11T10:07:27.254Z - GET /api/products
2025-11-11T10:07:27.284Z - GET /api/orders
2025-11-11T10:07:27.301Z - GET /api/orders
2025-11-11T10:07:27.320Z - GET /api/products
2025-11-11T10:07:28.163Z - GET /api/storefronts
2025-11-11T10:07:28.180Z - GET /api/subscriptions/current
2025-11-11T10:07:28.740Z - GET /api/storefronts
2025-11-11T10:07:41.807Z - GET /api/products
2025-11-11T10:07:46.439Z - GET /api/products
2025-11-11T10:08:17.149Z - GET /api/subscriptions/current
2025-11-11T10:10:30.652Z - GET /api/subscriptions/current
2025-11-11T10:10:51.739Z - GET /api/subscriptions/current
2025-11-11T10:11:33.946Z - GET /api/services
2025-11-11T10:11:35.333Z - GET /api/products
2025-11-11T10:11:36.617Z - GET /api/services
2025-11-11T10:11:36.629Z - GET /api/products
2025-11-11T10:11:57.730Z - GET /api/subscriptions/current
2025-11-11T10:12:25.364Z - GET /api/subscriptions/current
2025-11-11T10:12:28.616Z - GET /api/subscriptions/current
2025-11-11T10:12:43.998Z - GET /api/services
2025-11-11T10:12:44.199Z - GET /api/services
2025-11-11T10:12:45.443Z - GET /api/products
2025-11-11T10:12:45.520Z - GET /api/products
2025-11-11T10:12:59.058Z - GET /api/products
2025-11-11T10:12:59.089Z - GET /api/services
2025-11-11T10:12:59.112Z - GET /api/orders
2025-11-11T10:12:59.291Z - GET /api/subscriptions/current
2025-11-11T10:12:59.297Z - GET /api/services
2025-11-11T10:12:59.410Z - GET /api/products
2025-11-11T10:12:59.441Z - GET /api/orders
2025-11-11T10:12:59.446Z - GET /api/orders
2025-11-11T10:12:59.453Z - GET /api/orders
2025-11-11T10:12:59.454Z - GET /api/products
2025-11-11T10:13:01.688Z - GET /api/products
2025-11-11T10:13:01.698Z - GET /api/subscriptions/current
